symbol,timestamp,open,high,low,close,volume,trade_count,vwap,rsi,label
AMZN,2024-04-12 04:00:00+00:00,187.72,188.38,185.08,186.13,38569441.0,419297.0,186.534274,63.345145478075445,2
AMZN,2024-04-15 04:00:00+00:00,187.425,188.69,183.0,183.62,48052395.0,507835.0,185.462983,56.949855153292674,2
AMZN,2024-04-16 04:00:00+00:00,183.27,184.83,182.26,183.32,32891265.0,400887.0,183.700485,56.21928078888945,2
AMZN,2024-04-17 04:00:00+00:00,184.31,184.57,179.82,181.28,31358851.0,395806.0,182.057101,51.39140698990641,2
AMZN,2024-04-18 04:00:00+00:00,181.47,182.39,178.65,179.22,30723793.0,383902.0,180.3101,47.0019736806325,1
AMZN,2024-04-19 04:00:00+00:00,178.74,179.0,173.44,174.63,56000729.0,569859.0,175.57867,39.00740320952353,0
AMZN,2024-04-22 04:00:00+00:00,176.94,178.87,174.56,177.23,37924890.0,396300.0,176.711314,44.7410030978866,2
AMZN,2024-04-23 04:00:00+00:00,178.08,179.93,175.975,179.54,37046519.0,379412.0,178.415625,49.30108111238872,1
AMZN,2024-04-24 04:00:00+00:00,179.94,180.323,176.18,176.59,34185109.0,405353.0,177.437896,44.27611121131365,0
AMZN,2024-04-25 04:00:00+00:00,169.68,173.92,166.32,173.67,49249390.0,618272.0,171.354794,39.93702525425798,1
AMZN,2024-04-26 04:00:00+00:00,177.795,180.82,176.13,179.62,43919765.0,478171.0,178.894487,50.56765102095893,1
AMZN,2024-04-29 04:00:00+00:00,182.75,183.53,179.39,180.96,54067637.0,592823.0,180.583398,52.60226532581383,0
AMZN,2024-04-30 04:00:00+00:00,181.09,182.99,174.8,175.0,94639786.0,852830.0,178.443841,43.93957412426833,0
AMZN,2024-05-01 04:00:00+00:00,181.635,185.15,176.56,179.0,94645148.0,964487.0,180.405862,49.90254225775294,0
AMZN,2024-05-02 04:00:00+00:00,180.85,185.1,179.91,184.72,54303510.0,529460.0,183.12466,56.95373089057239,0
AMZN,2024-05-03 04:00:00+00:00,186.99,187.87,185.42,186.21,39172004.0,413924.0,186.445169,58.5888118444857,1
AMZN,2024-05-06 04:00:00+00:00,186.28,188.745,184.8,188.7,34725295.0,394638.0,186.954206,61.23854178077288,1
AMZN,2024-05-07 04:00:00+00:00,188.92,189.94,187.305,188.76,34048902.0,400757.0,188.751958,61.30279577016464,1
AMZN,2024-05-08 04:00:00+00:00,187.44,188.43,186.385,188.0,26136350.0,306857.0,187.61745,59.94724360685458,1
AMZN,2024-05-09 04:00:00+00:00,188.88,191.7,187.44,189.5,43368377.0,460881.0,189.972152,61.74522010529989,2
AMZN,2024-05-10 04:00:00+00:00,189.16,189.892,186.93,187.48,34141771.0,355996.0,187.958963,57.97116347936653,1
AMZN,2024-05-13 04:00:00+00:00,188.0,188.31,185.36,186.57,24898613.0,333255.0,186.406811,56.30160905062502,2
AMZN,2024-05-14 04:00:00+00:00,183.82,187.72,183.45,187.07,38698155.0,426722.0,185.858368,57.03380737676659,2
AMZN,2024-05-15 04:00:00+00:00,185.97,186.7193,182.73,185.99,75459927.0,786217.0,184.675738,54.89422800408768,2
AMZN,2024-05-16 04:00:00+00:00,185.6,187.31,183.46,183.63,38834450.0,411940.0,185.187956,50.44120987193185,1
AMZN,2024-05-17 04:00:00+00:00,183.76,185.3,183.35,184.7,33175655.0,339447.0,184.519945,52.329354563320976,1
AMZN,2024-05-20 04:00:00+00:00,184.34,186.665,183.28,183.54,30511768.0,371996.0,184.457591,50.10082525077844,2
AMZN,2024-05-21 04:00:00+00:00,182.3,183.26,180.75,183.15,50839129.0,515624.0,181.807537,49.34003709008898,2
AMZN,2024-05-22 04:00:00+00:00,183.88,185.22,181.9715,183.13,28148784.0,344846.0,183.482605,49.29869386507759,1
AMZN,2024-05-23 04:00:00+00:00,183.66,184.76,180.08,181.05,33670173.0,384775.0,182.108728,45.069072218787205,1
AMZN,2024-05-24 04:00:00+00:00,181.65,182.435,180.3,180.75,27471640.0,333234.0,181.377051,44.47636799122945,1
AMZN,2024-05-28 04:00:00+00:00,179.93,182.24,179.49,182.15,29926963.0,401075.0,181.160129,47.91855080256736,2
